,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
52,53,1612,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1612,1612,"Chefer inom bank, finans och försäkring nivå 2","Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom bank, finans och försäkringsverksamhet. Planlägger och leder den dagliga verksamheten inom bankkontor, finansiella institut och försäkringsbolag samt ansvarar för personal.","['Head of operations, seconded to an interim chief, directly seconded to an executive director or equivalent, the highest level of executive in a company without a managerial hierarchy in the banking, financial and insurance sectors, plans and directs the day-to-day operations of bank branches, financial institutions and insurance companies, as well as being in charge of personnel.']"
53,54,1711,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1711,1711,Hotell- och konferenschefer nivå 1,"Chef på mellanchefsnivå. Underställd verkställande direktör eller motsvarande. Planerar, leder och samordnar den övergripande verksamheten inom hotell och konferensanläggningar, i samråd med högre chefer och chefer för andra avdelningar eller enheter, samt underställda chefer.","['Chief executive at the interim level. Acting director or equivalent. Plans, directs and coordinates the overall operations of hotels and conference facilities, in conjunction with senior managers and managers of other departments or units, as well as executives.']"
54,55,1712,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1712,1712,Hotell- och konferenschefer nivå 2,"Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom hotell och konferensverksamhet. Planlägger och leder den dagliga verksamheten inom hotell och konferensanläggningar samt ansvarar för personal.","['Executive director, directly appointed by an interim manager, directly appointed by an executive director or equivalent, the highest-ranking executive in a company without a managerial hierarchy in the hotel and conference industry, who plans and directs the day-to-day operations of the hotel and conference industry and is accountable to the staff.']"
55,56,1721,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1721,1721,Restaurang- och kökschefer nivå 1,"Chef på mellanchefsnivå. Underställd verk­ställande direktör eller motsvarande. Planerar, leder och samordnar den övergripande verksamheten inom restaurang och kök, i samråd med högre chefer och chefer för andra avdelningar eller enheter, samt underställda chefer.","['Chief executive at the interim level. Acting director or equivalent. Plans, directs and coordinates the overall operation of the restaurant and kitchen, in conjunction with senior managers and managers of other departments or units, as well as subordinate managers.']"
56,57,1722,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1722,1722,Restaurang- och kökschefer nivå 2,"Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom restaurang och kök. Planlägger och leder den dagliga verksamheten inom restaurang och kök, planerar matsedlar och inköp samt ansvarar för personal.","['Head of management, directly appointed as an interim manager, directly appointed as an executive director or equivalent, the highest-ranking manager in a company without a managerial hierarchy in the restaurant and kitchen, plans and directs the day-to-day operations in the restaurant and kitchen, plans meals and purchases, and is in charge of personnel.']"
57,58,1731,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1731,1731,Chefer inom handel nivå 1,"Chef på mellanchefsnivå. Underställd verkställande direktör eller motsvarande. Planerar, leder, utvecklar och samordnar den övergripande verksamheten inom handel, i samråd med högsta chef, chefer för andra avdelningar och underställda chefer.","['Chief executive at the interim level, acting director or equivalent, planning, managing, developing and coordinating the overall business activity, in coordination with the chief executive, managers of other departments and acting directors.']"
58,59,1732,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1732,1732,Chefer inom handel nivå 2,"Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom handel. Planlägger och leder den dagliga verksamheten inom handel samt ansvarar för personal.","['Head of operations, directly subordinated to an interim chief, directly subordinated to an executive director or equivalent, the highest-ranking executive in a company without a managerial hierarchy in the business, designs and directs the day-to-day operations of the business, and is accountable to the staff.']"
59,60,1741,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1741,1741,"Chefer inom friskvård, sport och fritid nivå 1","Chef på mellanchefsnivå. Underställd verk­ställande direktör eller motsvarande. Planerar, leder, utvecklar och samordnar den övergripande verksamheten inom friskvård, sport och fritid, i samråd med högsta chef, chefer för andra avdelningar och underställda chefer.","['Chief executive at the interim level, acting director or equivalent, planning, directing, developing and coordinating the overall health, sports and leisure activities, in coordination with the chief executive, other department heads and acting directors.']"
60,61,1742,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1742,1742,"Chefer inom friskvård, sport och fritid nivå 2","Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom friskvård, sport och fritid. Planlägger och leder den dagliga verksamheten inom friskvård, sport och fritid samt ansvarar för personal.","['Executive director, directly appointed by an interim manager, directly appointed by an executive director or equivalent, the highest-ranking executive in a company without a supervisory board in the areas of health care, sports and leisure, plans and directs the day-to-day activities of health care, sports and leisure, and is accountable to the staff.']"
61,62,1791,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1791,1791,Chefer inom övrig servicenäring nivå 1,"Chef på mellanchefsnivå. Underställd verkställande direktör eller motsvarande. Planerar, leder, utvecklar och samordnar den övergripande verksamheten inom övrig servicenäring, i samråd med högsta chef, chefer för andra avdelningar och underställda chefer.","['Chief executive at the interim level, acting director or equivalent, planning, directing, developing and coordinating the overall activity of the supervisory service, in coordination with the chief executive, the managers of other departments and the subordinates.']"
62,63,1792,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=1792,1792,Chefer inom övrig servicenäring nivå 2,"Verksamhetsnära chef underställd mellanchef, direkt underställd verkställande direktör eller motsvarande. Högsta chef i företag utan chefshierarki inom övrig servicenäring. Planlägger och leder den dagliga verksamheten inom övrig servicenäring samt ansvarar för personal.","['Executive supervisor, seconded to an interim supervisor, directly seconded to an executive director or equivalent, the highest executive in a company without a supervisory board in the executive service, planning and directing the day-to-day operations of the executive service, as well as being accountable to the staff.']"
